record	pos	dA	dC	dG	dT	max_abs	argmax
chr1:100000-100200(+)	688	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	689	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	690	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	691	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	692	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	693	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	694	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	695	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	696	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	697	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	698	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	699	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	700	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	701	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	702	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	703	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	704	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	705	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	706	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	707	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	708	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	709	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	710	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	711	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	712	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	713	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	714	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	715	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	716	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	717	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	718	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	719	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	720	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	721	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	722	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	723	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	724	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	725	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	726	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	727	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	728	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	729	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	730	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	731	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	732	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	733	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	734	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	735	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	736	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	737	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	738	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	739	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	740	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	741	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	742	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	743	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	744	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	745	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	746	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	747	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	748	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	749	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	750	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	751	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	752	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	753	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	754	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	755	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	756	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	757	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	758	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	759	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	760	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	761	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	762	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	763	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	764	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	765	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	766	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	767	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	768	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	769	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	770	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	771	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	772	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	773	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	774	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	775	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	776	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	777	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	778	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	779	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	780	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	781	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	782	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	783	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	784	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	785	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	786	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	787	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	788	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	789	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	790	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	791	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	792	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	793	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	794	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	795	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	796	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	797	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	798	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	799	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	800	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	801	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	802	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	803	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	804	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	805	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	806	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	807	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	808	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	809	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	810	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	811	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	812	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	813	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	814	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	815	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	816	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	817	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	818	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	819	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	820	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	821	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	822	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	823	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	824	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	825	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	826	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	827	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	828	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	829	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	830	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	831	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	832	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	833	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	834	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	835	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	836	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	837	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	838	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	839	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	840	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	841	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	842	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	843	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	844	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	845	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	846	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	847	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	848	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	849	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	850	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	851	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	852	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	853	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	854	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	855	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	856	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	857	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	858	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	859	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	860	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	861	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	862	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	863	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	864	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	865	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	866	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	867	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	868	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	869	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	870	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	871	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	872	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	873	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	874	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	875	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	876	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	877	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	878	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	879	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	880	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	881	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	882	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	883	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	884	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	885	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	886	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	887	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	888	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	889	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	890	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	891	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	892	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	893	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	894	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	895	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	896	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	897	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	898	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	899	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	900	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	901	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	902	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	903	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	904	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	905	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	906	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	907	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	908	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	909	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	910	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	911	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	912	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	913	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	914	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	915	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	916	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	917	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	918	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	919	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	920	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	921	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	922	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	923	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	924	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	925	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	926	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	927	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	928	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	929	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	930	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	931	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	932	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	933	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	934	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	935	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	936	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	937	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	938	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	939	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	940	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	941	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	942	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	943	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	944	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	945	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	946	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	947	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	948	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	949	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	950	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	951	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	952	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	953	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	954	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	955	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	956	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	957	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	958	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	959	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	960	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	961	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	962	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	963	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	964	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	965	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	966	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	967	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	968	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	969	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	970	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	971	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	972	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	973	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	974	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	975	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	976	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	977	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	978	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	979	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	980	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	981	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	982	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	983	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	984	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	985	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	986	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	987	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	988	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	989	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	990	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	991	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	992	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	993	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	994	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	995	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	996	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	997	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	998	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	999	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	1000	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	1001	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	1002	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	1003	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	1004	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	1005	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	1006	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	1007	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	1008	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	1009	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	1010	0.000000	0.000012	-0.000004	0.000046	0.000046	T
chr1:100000-100200(+)	1011	0.000000	0.000012	-0.000004	0.000046	0.000046	T
